key,ja
enc_maurice_stats,"学名: 未命名
起源宇宙: 不明
分類: FA-H:6"
enc_maurice_sub,まだ助かる
enc_meat_nailer,ミートネイラー・レールガン
enc_meat_nailer_desc,"ミートネイラーは、超高密度タングステン弾を発射する実験的なコンパクトレールガンだ。ほぼすべての目標を一撃で吹き飛ばし、敵集団を容易に貫通する。

ディープラボの武器部門で設計されたこのプロトタイプは、耐貫通装甲のテスト用にサイバネティクス部門に貸し出されていた。"
enc_meat_nailer_stats,"クラス: 大砲
メーカー: <link=0>プランク・インターディメンショナル</link>
発射体: タングステン弾"
enc_meat_nailer_sub,保証なし
enc_mk.2_security_drone,Mk.2 セキュリティドローン
enc_mk.2_security_drone_desc,"Mk. II セキュリティドローンは、プランクのラインナップの中で最も可愛らしいロボットと言って間違いない。地味な軽プラズマガンを装備しているが、大した脅威にはならない。

見せかけのために上層に配置された、弱いセキュリティボットの一つ。"
enc_mk.2_security_drone_stats,"ユニット名: PHS-02-O
役割: セキュリティ
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_mk.2_security_drone_sub,マスコットキャラ
enc_mk.3_security_drone,Mk.3 セキュリティドローン
enc_mk.3_security_drone_desc,"Mk.IIIは、安価に製造できるよう設計された不器用でぎこちないヒューマノイドだ。プラズマピストルとバトンで武装していて、近距離から中距離に対応できる。

上層に配置される弱いセキュリティボットの一つだが、エイリアンを適切に排除するだけの能力は有している。"
enc_mk.3_security_drone_stats,"ユニット名: PHS-03-H
役割: Security
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_mk.3_security_drone_sub,不器用ボット
enc_mk.i_security_drone,Mk.I セキュリティドローン
enc_mk.i_security_drone_desc,"小型で機動力のある、「非殺傷」のセキュリティボット。
見せかけのために上層に配置された、弱いセキュリティボットの一つ。"
enc_mk.i_security_drone_stats,"ユニット名: PHS-01-J
役割: セキュリティ
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_mk.i_security_drone_sub,空飛ぶテーザーガン
enc_mudrunner,マッドランナー
enc_mudrunner_desc,"マッドランナーはリアクター周辺の一部地域で大きな勢力を持つ、非常に侵略性の強い種族だ。コロニー内には、トンネル掘り、兵隊、斥候といった様々な役割に特化した個体が存在する。

個々の知性は平均的であるにも関わらず、大きなコロニーにおいては一部の昆虫種に見られるような豊かな社会構造と組織性が展開される。"
enc_mudrunner_stats,"学名: アカイロツチグモ
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:3"
enc_mudrunner_sub,カサカサ
enc_nani,ナニー
enc_nani_desc,"ナニーは<link=1>リアクター近くの洞窟</link>で、ハイパーリュートを弾きながら故郷の宇宙に思いを馳せ、平和に暮らしている。

ビジネスマインドに溢れ、交わした契約は決して破らない。ヘンリケと何らかの取引をしており、ブライアンとも別の取引をしているようだ。ボートレンタル事業にも力を入れているが、どういう訳かそちらは芳しくない。

トロール種なのでサイコキネシス能力を有しているが、それを使うことは少ない。"
enc_nani_grotto,ナニーズ・グロット
enc_nani_grotto_desc,"ナニーが多くの時間を過ごす質素な洞窟。リアクターから拝借したものもいくつかあるが、ナニーにとってはいい感じのキノコに腰掛けている時がいちばん快適だ。

洞窟を流れる川は「解放の泉」と呼ばれ、<link=0>ハートツリー</link>と<link=2>グレートオーシャン</link>をつないでいる。"
enc_nani_grotto_stats,ロケーション: <link=0>ハートツリー</link>付近の<link=1>エイリアンの巣食う洞窟</link>
enc_nani_grotto_sub,フルーツ持ってきて！
enc_nani_stats,"種族: <link=0>トロール</link>
年齢: 132
所属: 在野 (？)"
enc_nani_sub,ユガッタペイザトロールトール……っと
enc_nostalgic_pistol,ノスタルジック・ピストル
enc_nostalgic_pistol_desc,"標準的な自己装填式プラズマピストルで、科学者が自衛用に携行したり、低レベルのセキュリティドローンに搭載するために設計されたものだ。

威力は控えめだが、手にすると懐かしい気持ちになる。"
enc_nostalgic_pistol_stats,"クラス: サイドアーム
メーカー: <link=0>プランク・インターディメンショナル</link>
発射体: Plasma"
enc_nostalgic_pistol_sub,懐かしい……
enc_officer_bot,オフィサーボット
enc_officer_bot_desc,"PS-1Aは軽量シャーシに大型の外部コマンドユニット(やや重要バランスを崩している原因でもある)を搭載したモデルだ。洗練された戦術チップと液冷式ニューラルプロセッサーにより、ロボット分隊を高度な操作で効果的に指揮する。

このモデルは大規模チームのリーダーとしての配置される。戦闘においてはまずPS-1Aを狙うことで、部隊全体の能率を低下させられるだろう。

オルターショック・レーザー銃を装備している。"
enc_officer_bot_stats,"ユニット名: PS-1A
役割: セキュリティ - 戦術指揮
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_officer_bot_sub,小さな身体、大きなリーダーシップ
enc_officer13,オフィサー13
enc_officer13_desc,"プランク社で50年近くの勤務を通して尊敬を集める彼は、セキュリティ部隊のロボットの中でも珍しい存在だ。古いモデルではあるが、メンテナンスがよく行き届いている。セキュリティに関しては融通が利かない近年のオフィサーモデルとは違い、独特な性格をしている。恐らく、その柔軟な性格が今日まで生き延びてこられた秘訣なのだろう。

<link=1>ブライアン</link>とは並々ならぬ因縁があるようだ。"
enc_officer13_stats,"種族: ロボット
年齢: 47
所属: <link=0>プランク</link>"
enc_officer13_sub,ブライアンの宿敵
enc_phage_launcher,ファージランチャー
enc_phage_launcher_desc,"突然変異した小型の<link=0>マクロファージ</link>で、他の個体から排斥されていた。自ら爆発物を生成する能力はなく、あなたの弾薬合成に依存している。粘着性のある爆弾を遠くへ発射する能力を持っているが、少し弛緩していることから正確な狙いをつけるのは難しい。

あなたを手助けすることに新たな生きがいを見つけ、他のファージに対する復讐を楽しんでいるようだ。"
enc_phage_launcher_stats,"クラス: グレネードランチャー
メーカー: N/A
発射体: 爆発性嚢胞"
enc_phage_launcher_sub,予期せぬ味方
enc_planck_interdimensional,プランク・インターディメンショナル
enc_planck_interdimensional_desc,"物理学者マックス・プランクが量子フレーイング理論の実用性を証明し、それを用いてクォンタムリアクターの概念を提唱すると、プランク・インターディメンショナル・エネルギーソリューションが創設された。わずか9年後の1939年にスペインで最初のリアクターの稼働が始まり、その完成はグローバルエネルギー危機に終止符を打つものであった。

その後の数十年間でプランクはエネルギー市場を独占し、太陽系における消費電力の86%を供給するまでに至った。プランク家が同族経営していて、現在はマックスのひ孫であるエミリー・プランクが会社を率いている。

プランクのイノベーションは、20世紀の太陽系植民地化を加速させた。クォンタムリアクターから始まり、現在では月にいくつかの大型のフュージョンリアクターと、アルジェリアと水星にはソーラー発電ファーム、そしてスコットランドに水力発電所を所有している。

その成功にも関わらず、プランクには過酷で危険な労働環境の悪評がある。"
enc_planck_interdimensional_stats,"創設者: マックス・プランク
創設年: 1930
現在のリーダー: エミリー・プランク"
enc_planck_interdimensional_sub,物語にはメガコーポがつきもの
enc_planck_internal_transit_system,プランク内部輸送システム
enc_planck_internal_transit_system_desc,"Planck Internal Transit System、略してPITSはリアクターの下層階をつなぐ輸送システムだ。リアクターの建設中に何百人もの従業員を輸送しなければならなかったため、相当のキャパシティを持つ。特に多孔質の岩石部分を掘って造られたもので、大昔の溶岩洞が自然の洞窟ネットワークを形成している。

その堅牢なインフラストラクチャーは、未使用期間が1年に及んでも未だに機能している。"
enc_planck_internal_transit_system_stats,ロケーション: <link=0>クォンタムリアクターVII</link>
enc_planck_internal_transit_system_sub,節足動物類にはリードを着用してお乗りください
enc_primal_handyman,原始ハンド人
enc_primal_handyman_desc,"未発達な<link=1>テクビ・サピエンス</link>である原始ハンド人は脳の体積が小さく、また複数の亜種が存在する。彼らは極めて攻撃的で、獲物を引き裂くためにその腕を使う。

彼らの起源宇宙から転移してくる際、ほとんどの個体が重度の放射能汚染を伴って出現することから、大規模な核戦争が起きたことを示唆している。ダークブルーの肌の他、一般的には腫瘍によって原始ハンド人を識別できる。"
enc_primal_handyman_stats,"学名: テクビ・インサピエンス
起源宇宙: <link=0>202-マイヤー</link>
分類: FA-H:4"
enc_primal_handyman_sub,気味が悪い
enc_propulsor_pad,推力パッド
enc_propulsor_pad_desc,推力パッドは、エレベーターやクレーンを使えないエリアで荷物を運び上げるために設計されている。人間が使用することはプランク社によって禁じられているが、作業員たちは構わず使っている。
enc_propulsor_pad_stats,"カテゴリー: デバイス
クラス: インダストリー"
enc_propulsor_pad_sub,荷物は安心
enc_quantum_encryption_key,量子暗号鍵
enc_quantum_encryption_key_desc,"完全なセキュリティを提供する量子暗号鍵。回路内の原子は鍵穴のそれと複雑に絡み合っているため、ハッキングや複製は不可能である。

この鍵は、<link=0>コア</link>自体を含むリアクター内の最高機密エリアを封鎖するためだけに使用されている。"
enc_quantum_encryption_key_stats,"カテゴリー: デバイス
クラス: セキュリティ"
enc_quantum_encryption_key_sub,量子ビット
enc_quantum_juice,クォンタムジュース
enc_quantum_juice_desc,"時空の非規則性を内包して運搬するために、人工的に設計された物質。クォンタムジュース内の時空は絡まったり歪んだりする可能性があり、膨大なエネルギーを蓄えるだけでなく、様々な用途がある。

<link=0>ブライアン</link>が作った時空マニピュレータのプロトタイプは、その多くの機能でクォンタムジュースを利用していた。しかしその信頼性の低さと不安定さ、そして高度な機能では大量のジュースを必要とすることから、<link=1>BAMM</link>ではクォンタムジュースの利用を廃止した。

美味であるとの噂だが、クォンタムジュースの飲用は非推奨である。

飲んでみたい気持ちは、とてもわかる。"
enc_quantum_juice_stats,"カテゴリー: 物質
クラス: エキゾチック"
enc_quantum_juice_sub,美味しくって栄養満点
enc_quantum_reactor_vii,クォンタムリアクターVII
enc_quantum_reactor_vii_desc,"クォンタムリアクターVIIは、プランク・インターディメンショナル・エネルギーソリューションによって建設された最新の発電所だ。施設はすべて地下に建設され、太平洋の北西に位置するオリンポス山の内部と地下に位置している。
他のクォンタムリアクターと同様、小さなブラックホールの中と周囲の時空の不安定性を利用してエネルギーを作り出している。精密に調整したサイクルの中で時空を引き裂き、異なる宇宙から大量のエネルギーを漏出させる。このエネルギーは巨大なフライホイールに蓄えられた後、パワーグリッドに送電される。

このような施設の建設には数千人の人員を要したため、エンジニアや建築士、建設作業員を住まわせるための施設がリアクターの隣に建てられた。リアクターが稼働している現在は誰も住んでおらず、自動化されたセキュリティ部隊が廃墟の通路を歩き回り、クォンタムエネルギー生成の副産物として他の宇宙から漏出したエイリアンを排除している。"
enc_quantum_reactor_vii_stats,ロケーション: ワシントン州オリンポス山
enc_quantum_reactor_vii_sub,不信の停止
enc_reactor_core,リアクターコア
enc_reactor_core_desc,直径2キロメートルにも及ぶ球形のチャンバーで、中心には重力を無効化したブラックホールが据えられている。コアの壁面は重力子波面インヒビターで覆われており、これがコアのサイクルを制御するとともに、リアクターをブラックホールの影響から保護する役割を持っている。
enc_reactor_core_stats,ロケーション: <link=0>クォンタムリアクターVII</link>
enc_reactor_core_sub,シンギュラリティ
enc_realmwalker,レルムウォーカー
enc_realmwalker_desc,"レルムウォーカーは<link=0>ヴォイド</link>を起源とする超次元エンティティの総称である。他のヴォイド生物とは異なり、宇宙間を自在に移動する能力を持ち、一時的に実体化することもできる。

他の宇宙に干渉する力を持っているが、その影響力は限定的であり、また莫大なエネルギーを必要とする。そのため、誰かの運命に影響を与える際は慎重に事を運ぼうとする。"
enc_realmwalker_stats,"学名: N/A
起源宇宙: N/A
分類: 未分類"
enc_realmwalker_sub,高次存在
enc_recycling_center,リサイクルセンター
enc_recycling_center_desc,"リサイクルセンターはリアクターの廃棄物処理施設だ。運搬されてきたゴミ、壊れたロボット、有機的な破片などはすべてここで溶かされる。再利用可能な資源はアセンブリーに回されるが、大部分は地球のマントルに廃棄される。

溶かされた金属と岩が川となってリサイクルセンターを流れているため、リアクター施設全体の中で最も危険な作業現場の一つとして知られている。"
enc_recycling_center_stats,ロケーション: <link=0>クォンタムリアクターVII</link>
enc_recycling_center_sub,リデュース、リユース、マーダー
enc_robot_assembly,ロボットアセンブリー
enc_robot_assembly_desc,"既存のセキュリティロボットが壊れた際に、補充要員を製造することに特化したフロア。以前は<link=[quot]Organizations/Planck Interdimensional[quot]>プランク社</link>のスタッフが作業していたが、現在は完全に自動化されている。

周囲の資源豊かな地殻から採掘した原石を処理し、ロボットを組成している。ロボットはテストと品質検査を受けた後、リアクターの各部へ展開されるか、倉庫に保管されることになる。"
enc_robot_assembly_stats,ロケーション: <link=0>クォンタムリアクターVII</link>
enc_robot_assembly_sub,早い、硬い、強い、上手い
enc_ruptipod,ラプティポッド
enc_ruptipod_desc,縄張り意識が非常に強い甲殻類。メスのラプティポッドは、複雑な生殖過程の一環として爆発する卵を投げつける。また、背中や肩の孔から毒液を噴き出して身を守ろうとする。
enc_ruptipod_stats,"学名: ハゼコウイカ
起源宇宙: <link=0>B6454</link>
分類: FA-H:5"
enc_ruptipod_sub,ポイポイポイ
enc_sapling,サプリン兵
enc_sapling_desc,"ハートツリーが備える防衛機構の一つ。サプリン兵はツリーがエネルギーを注入した樹液の塊で、ハートフルーツを守るためだけに命を与えられている。ツリーの木材を用いた原始的な武器をよく用いる。

彼らは生命体というより、ハートツリーの操り人形だ。"
enc_sapling_stats,"学名: N/A
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:3"
enc_sapling_sub,ベトベト
enc_saplord,サプリンロード
enc_saplord_desc,"サプリンロードはハートツリーの最終防衛ラインだ。比較的小さくて危険も少ない<link=1>サプリン兵</link>と違って、サプリンロードはツリーから独立したエンティティである。(ツリーのバイオマスから作られるため、別種としては分類されていない)

それはツリーにできる頭蓋骨状のポリープから始まり、成長すると比較的複雑な神経系を有するようになってツリーから分離する。そしてハートツリーと連携し、樹液やその他の材料から身体を形成できるようになる。

サプリンロードはその巨大な質量と力を利用して敵を圧倒する。また、敵に樹液の塊を投げつけて身動きを取れなくすることもある。サプリン兵と同様、ツリーの材料を使ってクラブやハンマーといった即席の武器を作り出す。

サプリンロードが倒されると別のポリープが生み出され、数週間で成長を遂げる。"
enc_saplord_stats,"学名: N/A
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:7"
enc_saplord_sub,ツリーに語りかけます
enc_security_stronghold,セキュリティ本陣
enc_security_stronghold_desc,"セキュリティ本陣はリアクターコアを守る最終防衛ラインだ。ここはセキュリティ活動の拠点であり、コアへの要衝であり、物理的な関門でもある。

コアのアクセスコントロールは4箇所の独立した制御室を通して行なわれる。通常、どれか1箇所でロックの解除を試みたとしても、他の3箇所のいずれかで遮断されてしまう。幸い、コア蒸発の危険が差し迫っているためセキュリティが手薄になっているようだ。

巨大な力場発生装置によって強化されており、リアクター周辺が崩落したとしてもピラミッド構造が壊れることはない。"
enc_security_stronghold_stats,ロケーション: <link=0>リアクターコア</link>
enc_security_stronghold_sub,バスプロ
enc_shelljelly,シェルジェリー
enc_shelljelly_desc,"シェルジェリーは<link=1>タージェリー</link>と密接に関連していて、生物学上は基本的に同じものだ。しかしシェルジェリーの体は、発達したキチン質の殻の中に覆われている。中身は安定した形状を保つために強い張力が働いており、その大部分が殻によって固定されている。殻が壊れた場合、体の構造を保つことができなくなり、短時間で大爆発する。

その可愛らしい見た目に反して防衛本能が非常に強く、近づいた者を固化したゲル状のトゲで攻撃する。"
enc_shelljelly_stats,"学名: ドロリシア・カイモドキ
起源宇宙: <link=0>182-カッパ</link>
分類: FA-H:3"
enc_shelljelly_sub,ソーシャルディスタンス
enc_singularity,ブラックホール
enc_singularity_desc,"物体が重力によって一定以上圧縮されると、ブラックホールが形成される。原子の力を克服し、粒子は一つの点に収縮する。特異点を囲むイベントホライズンは光でさえ逃れることのできない一方通行の障壁であり、あらゆる物質や情報はブラックホールから出られない。

クォンタムリアクターの概念は、ブラックホールの存在を中心に据え、その境界領域における時空の特異な性質を利用している。"
enc_singularity_stats,"カテゴリー: 天体
クラス: 相対性理論"
enc_singularity_sub,空想上の天体じゃないよ
enc_sniper_bot,スナイパーボット
enc_sniper_bot_desc,"軽量シャーシのPS-1AのバリエーションであるPS-42は、頭部に高度な光学システムと、腕と首に17個のメカニカルマッスルを搭載しており、優れた視認能力と正確な狙撃能力を持っている。

安定性のために装甲を犠牲にした結果、PS-42の防御性能は低く、特に頭が弱点だ。遠距離では脅威となるが、近距離から中距離にかけては強みを活かせず、戦うよりも距離を取ろうとする。

EMスクランブラーを備えているため、ホーミング弾を無効化する。"
enc_sniper_bot_stats,"ユニット名: PS-42
役割: セキュリティ - スナイパー
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_sniper_bot_sub,いつでもこちらを見ている
enc_snowman,スノーマン
enc_snowman_desc,"スノーマンは、地面に潜るユニークな能力を使って奇襲を仕掛けるハンターだ。

蜘蛛のような目と大きな顎を持ち、節足動物と哺乳類の特徴を併せ持つ。

小さな獲物を狩ることを好むが、より大きな脅威が相手でも群れを守るために攻撃する。その長い舌に毒を塗布して狩りに用いる。"
enc_snowman_stats,"学名: ドクゼツユキダルマモドキ
起源宇宙: <link=0>182-カッパ</link>
分類: FA-H:3"
enc_snowman_sub,ブラッククリスマス
enc_sonja,ソニア
enc_sonja_desc,"<link=1>ヴェトス-4</link>宇宙から来た人間。ここにいる他の不運なエイリアンと同様、<link=2>クォンタムリアクター</link>に引き寄せられた。

ソニアは地上の目前まで辿り着いたが、<link=3>ジェントルハンド</link>に阻止され奈落の底へと突き落とされた。<link=4>ブライアン</link>に救出された彼女は、元いた世界に帰るため新しい道を探している。"
enc_sonja_stats,"種族: <link=[quot]Creatures/Human[quot]>人間</link>
年齢: 25"
enc_sosig,ソーシグ
enc_sosig_desc,"ホットドッグによく似た外見の、知能と武装を備えた種族。ソーシグは銃火器に関する高度な知識を持ち、戦闘においても優秀であるが、自身も銃弾に対して非常に脆弱である。

服を着ていることや、武器を手にしている姿がよく見られることから、我々と同様に複雑なソーシグ社会が存在するものと考えられている。しかしながら、その起源宇宙は未だに不明であり、彼らの世界がどのようなものであるか想像することしかできない。

プランク従業員があらゆるセーフティプロトコルを無視してソーシグをかじった事件においては、その味は「素晴らしい」と評された。"
enc_sosig_stats,"学名: ニク・サピエンス
起源宇宙: 不明
分類: FA-H:4-S"
enc_sosig_sub,ジャストミート
enc_standard_security_bot,セキュリティボット (スタンダードモデル)
enc_standard_security_bot_desc,PS-00はプランクのセキュリティ部隊の中核を担う。通常はセミオートプラズマライフル、またはサブマシンガンを装備している。基本的な戦術スイートがインストールされており、単独でもターゲット捕捉と排除を自動的に行なうことが可能だが、グループ行動によってその真価を発揮する。
enc_standard_security_bot_stats,"ユニット名: PS-00
役割: セキュリティ - 歩兵
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_standard_security_bot_sub,知的で人為的
enc_stealth_bot,ステルスボット
enc_stealth_bot_desc,"PS-12は一対のブレードで武装したユニークなセキュリティユニットだ。耐久性と強度を犠牲にした軽量フレームで、比類ない機動性を実現している。

高度にデリケートな作戦に投入されることが多いPS-12は、力任せでは排除できないような知性体のターゲットに適している。1989年に発生したクォンタムリアクターIへのテロ攻撃に対応するため、特別に開発されたモデルだ。

オプティカルウェーブガイドを搭載した派生モデルほとんど視認できなくなる。アンブッシュが可能なPS-12は、1台でも大きな脅威となり得る。

EMスクランブラーを備えているため、ホーミング弾を無効化する。"
enc_stealth_bot_stats,"ユニット名: PS-12
役割: セキュリティ - 特殊任務
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_stealth_bot_sub,銃は腰抜けが持つものだ
enc_t-132-epsilion,T-132-イプシロン
enc_t-132-epsilion_desc,金色のエキゾチックな泡状物質で満ちている、奇妙な空間。生物や建造物は一切確認されていない。
enc_t-132-epsilion_stats,クラス: スカール・ディスハーモニック
enc_t-132-epsilion_sub,泡沫が奏でる調べ
enc_tarjelly,タージェリー
enc_tarjelly_desc,"身体のほとんどが、流動的な浮遊細胞といくつかの固形器官からなる不定形の生命体。循環系や神経系といった構造を必要に応じて生成することで、身体をほぼ無限に変形できる。その知能は、身体の構成によって非常に変動しやすい。

タージェリーは強い捕食性と、ほとんどあらゆるものを取り込んで消化する能力を有しているが、だからといって生きた獲物を求めているとは限らない。しかし狩りにおいてはたくさんの歯を備えた口と粘着質な身体を利用し、自分より小さい相手であれば何でも捕まえて殺すことができる。このことが彼らを危険たらしめている。

その驚くべき生態から、エグゾバイオロジー部門において人気の研究対象となっている。

特筆すべき個体: <link=1>フランク</link>"
enc_tarjelly_stats,"学名: ドロリシア・アスファルタス
起源宇宙: <link=0>182-カッパ</link>
分類: FA-H:6"
enc_tarjelly_sub,フランクリング！
enc_terran_union,テラン・ユニオン
enc_terran_union_desc,"テラン・ユニオンは、地球と、地球の月であるルナによって構成されている。1910年、ルナはコロニーが自給自足可能になった際に独立を宣言したが、経済的な圧力によって併合交渉に応じざるを得なくなった結果、1969年にユニオンが成立した。

ユニオンの人口は全人類の95%以上を占めていて、外惑星に暮らす残りの人類も少しずつ勢力を拡大している。ユニオンは新自由主義で、高度な資本主義社会を営んでおり、<link=0>プランク・インターディメンショナル</link>のような大企業が経済的にも政治的にも権力を有している。

テラン・ユニオンは、厳密には地球系以外の土地を所有していないにも関わらず、多くの遠隔コロニーを事実上の支配地としている。"
enc_terran_union_stats,"創設者: ジョセフ・ブレイス
創設年: 1969
現在のリーダー: マーガレット・ソールキン"
enc_terran_union_sub,母なる大地
enc_the_void,ヴォイド
enc_the_void_desc,ヴォイドは仮説上、次元の彼方にあるとされる超次元空間で、現実の狭間、宇宙の狭間、そしてビッグバンの前と、時間の終わりの先に存在している。<link=0>ヴォイド・デレゲーション</link>と呼ばれる勢力によって支配され、<link=1>レルムウォーカー</link>をはじめとする特異な存在が生息している。
enc_the_void_stats,ロケーション: N/A
enc_the_void_sub,超越
enc_therus,セラス
enc_therus_desc,"<link=1>ブライアン</link>のアシスタントの一人で、プランクのセキュリティドローンのプログラム書き換えに初めて成功したロボット。

知能が高く有能であるが、反抗的な性格の持ち主。ブライアンが後に再利用したドローンたちは、性格も修正された。"
enc_therus_stats,"種族: ロボット
年齢: 2
所属: <link=0>ブライアン・インダストリーズ</link>"
enc_therus_sub,球
enc_theseer,預言者
enc_theseer_desc,"製造時の欠陥により、異常なまでに強力な画像処理能力を持ったワーカーボット。

プランクでの仕事を放棄した彼女は未来視に専念し、更に遠くを視るために次々と眼を追加している。

彼女が言うには、その視界は今や宇宙全体にまで及び、<link=0>ヴォイド</link>自体をも見通せるらしい。"
enc_theseer_stats,"種族: ロボット
年齢: 2
所属: 在野"
enc_theseer_sub,真実
enc_trident_smg,トライデントSMG
enc_trident_smg_desc,"トライデントはプランク社が開発したプラズマ武器で、人間のセキュリティ部隊員向けに限定配布された。高エネルギーのプラズマ武器は自動射撃には向かないため、大型で複数のバレルを持つトライデントの設計により熱を分散させることで、効率的な高速射撃を実現している。

すべてのバレルから同時に発射して一撃の威力を高めるシンクロモードと、各バレルから1発ずつ連続して高速で発射するラピッドファイアモードの切り替えが可能。

威力の割にサイズが大きな銃ではあるが、プラズマ連射が求められる場面では有効だ。"
enc_trident_smg_stats,"クラス: サブマシンガン
メーカー: <link=[quot]Organizations/Planck Interdimensional[quot]>プランク・インターディメンショナル</link>
発射体: プラズマ"
enc_trident_smg_sub,3本の槍
enc_trimoloch,トライモロック
enc_trimoloch_desc,"トライモロックは攻撃的で、非常に丈夫な魚だ。その解剖学的構造は数百万年前に絶滅した古代魚に酷似しており、収斂進化の結果であることを示唆している。

他の魚と同様、水中でしか生存できないためリアクター内で脅威となることは滅多にないが、水中で彼らを殺すのは極めて困難だ。"
enc_trimoloch_stats,"学名: ダンクルオステウス・トライモロック
起源宇宙: <link=0>B6454</link>
分類: FA-H:4"
enc_trimoloch_sub,ギョッ
enc_trith,トリス
enc_trith_desc,"トリスは知性を有する、謎が多い種族だ。恐らく低重力に適応した結果、その骨格は非常に脆弱で、クォンタムリアクターに到来して生き延びることはほとんどない。

希少性もさることながら、すぐに死んでしまうことが彼らの起源を辿ることを不可能にしている。我々が観測できたのは、かなり質量が低い地球を持つスカール・ハーモニック宇宙から来るということだけだ。

彼らは一般的に、優れた合成素材で作られた衣服を着用しており、先進的な技術文明があることを示唆している。"
enc_trith_stats,"学名: トリス・サピエンス
起源宇宙: 不明
分類: FA-H:0"
enc_trith_sub,悲しき運命
enc_troll,トロール
enc_troll_desc,"トロールに関する資料は非常に少なく、捕獲に成功した例は未だに存在しない。既存のグレムリン属の生態を踏まえると、人間を遥かに越えた脳の体積と知性を持っているものと推測される。トロールは強力なサイコキネシスで時空そのものを操作する能力を有しているが、能力の使用には消極的で、主に自己防衛のために行使する。

行動分析の結果、トロールは知性を持っている一方で、その心理は人間のものと大きく異なっていることが判明している。トロール1匹でもクォンタムリアクター施設を容易に掌握できるにも関わらず、それよりも湿った洞窟で芸術を生み出し、音楽を奏で、詩を書いて安らぐことを好む。

特筆すべき個体: <link=1>ナニー</link>"
enc_troll_stats,"学名: グレムラス・サピエンス
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:10-S"
enc_troll_sub,な── 何？
enc_turret,タレット
enc_turret_desc,"プランクセキュリティタレットは、シンプルな非移動型のロボット式マシンガンだ。他のセキュリティボットよりも遥かに単純なAIを搭載しており、動くものをただ撃つだけだ。

装甲は非常に堅固で、これに対抗するには爆発物を用いるしかない。"
enc_turret_stats,"ユニット名: PS-T
役割: セキュリティ - 要塞化
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_turret_sub,ターゲットスキャン中……
enc_vermisaur,ヴァーミザウルス
enc_vermisaur_desc,ヴァーミザウルスは大きく威圧的な外見をしているが、狩りにおいては基本的に静止状態で待ち構える。できるだけエネルギーを使わず、その大きな顎に誤って近づいてしまった小動物を捕食するのだ。
enc_vermisaur_stats,"学名: オオアゴヴァーミザウルス
起源宇宙: <link=0>182-カッパ</link>
分類: FA-H:3"
enc_vermisaur_sub,食べられそう
enc_vertigo_initiative,ヴァーティゴ・イニシアチブ
enc_vertigo_initiative_desc,"ヴァーティゴ・イニシアチブは、科学の限界を突破し、並行宇宙を探索するためのエリート研究者グループによる地下活動だ。現在は宇宙間をつなぐ安定的なゲートウェイを作ることに焦点を当てている段階で、この目標は達成している可能性が高い。

クォンタムリアクターVIIの<link=0>ディープラボ</link>内でエミリー・プランクの指導のもと、世間の目を完全に欺いて研究を進めている。

<link=1>ブライアン</link>でさえも、彼らの研究内容を知らなかった。"
enc_vertigo_initiative_stats,"創設者: エミリー・プランク
創設年: 2002
現在のリーダー: エミリー・プランク"
enc_vertigo_initiative_sub,タイトル回収
enc_vetus-2,ヴェトス-2
enc_vetus-2_desc,地球は氷河期の最中で、ホモ・サピエンスは絶滅し、ネアンデールタール人が優占種となっている。
enc_vetus-2_stats,クラス: エグゾプロクシマル
enc_vetus-2_sub,寒そう
enc_vetus-4,ヴェトス-4
enc_vetus-4_desc,13世紀頃まではドミシリウム・アルファと似た歴史を辿っていた地球。それ以降は<link=0>クォンタムリアクター</link>の宇宙と比べて発展が遅れ、技術的にも大幅に後れを取っている。
enc_vetus-4_stats,クラス: エグゾプロクシマル
enc_vetus-4_sub,いわゆる現実世界
enc_vetus-9,ヴェトス-9
enc_vetus-9_desc,"私たちの地球に似てはいるが、人間は存在しない。気候が大幅に異なり、大部分が砂漠に覆われている。約2,000年前に大規模な生態カタストロフィが発生した形跡がある。"
enc_vetus-9_stats,クラス: エグゾプロクシマル
enc_vetus-9_sub,スパイシーアース
enc_void_delegation,ヴォイド・デレゲーション
enc_void_delegation_desc,<link=0>ヴォイド</link>を統治する勢力。すべての宇宙(彼らは領域と呼称している)の狭間で平和と調和を標榜し、そのために各領域の独立を保とうとしている。
enc_void_delegation_stats,"創設者: 不明
創設年: 不明 (恐らく存在しない)
現在のリーダー: 不明"
enc_void_delegation_sub,エルドリッチ・デモクラシー
enc_voidnectar,ヴォイドネクター
