key,ja
enc_gordle_pun_stats,"クラス: 未分類
メーカー: デパチャー・ラボラトリー
発射体: 不明"
enc_gordle_pun_sub,now you're thinking with Gordles
enc_great_sea,グレートオーシャン
enc_great_sea_desc,地下の巨大な貯水池であるグレートオーシャンは、広大で謎に満ちている。その水中には様々な水棲エイリアンが生息しており、深海には怪物が潜んでいることは疑いようがない。解放の泉が流れ込んでいることが知られているが、その広大さから他の水源も存在すると考えられている。
enc_great_sea_stats,ロケーション: <link=0>クォンタムリアクターVII付近</link>
enc_great_sea_sub,思ったより深い
enc_gremlin,グレムリン
enc_gremlin_desc,"グレムリンは小型のスカベンジャーだ。非常に数が多く、幸いにも危険はない。霊長類に似た体格は移動に適しており、基本的な道具を使うことも可能。<link=1>トロール</link>とも関連性はあるが、サイコキネシス能力は持っていない。

社会性のある生き物で、仲間が攻撃されると団結して身を守ろうとする。"
enc_gremlin_stats,"学名: グレムラス・アーティキュラス
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:1"
enc_gremlin_sub,カエルの脚みたい
enc_gremlin_witch,グレムリンウィッチ
enc_gremlin_witch_desc,"様々な訓練と、恐らくは強化も受けたことで微弱なサイコキネシス能力を獲得した<link=1>グレムリン</link>。起源宇宙を同じくする賢い<link=2>トロール</link>の産物であると考えられている。

グレムリンウィッチは攻撃的で、正体不明の薬品が入ったビンを投げてくる危険な存在だ。

捕獲や殺傷されそうになると、自らを焼いてしまうため、その生態は謎に包まれている部分が多い。"
enc_gremlin_witch_stats,"学名: グレムラス・アーティキュラス
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:1"
enc_gremlin_witch_sub,ポーションタイム
enc_hammer_and_sickle,鎌と槌
enc_hammer_and_sickle_desc,"オートマタ・コレクティブで使われる技術の大半が原始的なものであるため、この象徴的な近接武器に組み込まれた電子装置は極めて特殊だ。攻撃時に電子ノードがショックを与え、多くの生物やロボットに致命的な一撃を加えることができる。球形の電撃を生成することも可能。

殺傷能力の高さの一方、その短い射程は混沌とした内戦の戦場には不向きであった。そのため、革命の力の象徴としてシントー将軍の手元に残されていた。"
enc_hammer_and_sickle_stats,"クラス: 格闘
メーカー: <link=0>オートマタ・コレクティブ</link>
発射体: 電気"
enc_hammer_and_sickle_sub,エレクトリック・プロレタリアート
enc_handyman,ハンド人
enc_handyman_desc,"頭部が手のような形をした、ヒューマノイド型のエイリアン。知能は人間よりわずかに高く、構造の劇的な違いとは裏腹に、脳の機能は人間と類似している。首にある小さなエラのような孔を通じて呼吸と発声をする。腕と脚は先端にいくほど細くなる形状をしていて、末端には鋭い蹄のような角質の突起が存在する。手首や足首はない。

これまでに発見された、知性を持つごく少ないエイリアンの一つ。

特筆すべき個体: <link=1>ジェントルハンド</link>"
enc_handyman_stats,"学名: テクビ・サピエンス
起源宇宙: <link=0>201-マイヤー</link>
分類: FA-H:5-S"
enc_handyman_sub,文化的
enc_healthfruit,ヘルスフルーツ
enc_healthfruit_desc,"美味しく、栄養素の高い果実がなる小型の植物。土壌から栄養を吸収する効率が非常に高い。

ヘルスフルーツは人間の代謝を大いに加速させ、治癒力を奇跡的なまでに高める効能がある。ヘルスフルーツを食べることはプランクによって禁止されているため、リアクター作業員の間ではブラックマーケットまで生まれた。

<link=0>ハートフルーツ</link>との関連性はあるものの、蓄えられるエネルギー量は比較にならない。"
enc_healthfruit_stats,"カテゴリー: 食物
クラス: エイリアン"
enc_healthfruit_sub,おやつ
enc_heartfruit,ハートフルーツ
enc_heartfruit_desc,"<link=0>ハートフルーツ</link>の果実。結実には数週間を要し、その果肉には膨大なエネルギーが含まれている。

ハートフルーツの栄養素はトロールたちにも高く評価されているが、巨大なハートツリーに侵入してフルーツを摘むのは一筋縄ではいかない。

トロール以外がハートフルーツを摂取することは推奨されていない。胃が弱い者が摂取した場合、口から炎が吹き出す、溶解する、あるいは爆散することが知られている。"
enc_heartfruit_stats,"カテゴリー: 植物
分類: エイリアン"
enc_heartfruit_sub,生命の源
enc_hearttree,ハートツリー
enc_hearttree_desc,"ハートツリーはエイリアンの巣食う洞窟内にそびえ立ち、高さは150メートル以上、幹の直径は150メートル以上にも達する。その巨大な根は洞窟内の地形を形成し、落ち葉は多くの生物に栄養素を提供する。

その起源はもちろん並行宇宙にある。リアクターが物質転移を引き起こしてからわずか数十年で成長したことになり、驚異的な成長率を証明している。更に大きく生長する可能性もあるが、洞窟の天井がそれを阻害しているようだ。"
enc_hearttree_stats,ロケーション: <link=0>エイリアンの巣食う洞窟</link>
enc_hearttree_sub,森の中心
enc_heavy_security_bot,重装セキュリティボット
enc_heavy_security_bot_desc,"PS-R2は全高2.2メートルで重装甲シャーシを採用している。ショットガンやグレネードランチャーを装備していて、部隊の先陣を切る役割を担ったり、重点警戒区域に配属されることが多い。

耐久性の向上には、機動力と知能の低下という弊害を伴う。PS-R2の戦術は、ターゲットに向かって歩いて射撃するだけのものだ。しかし小火器相手であれば、重要部品を破壊されるまでの間に十分な時間を稼ぐことができる。

重心が高い構造をしているため爆発物に弱く、一時的なダウンを奪うことができる。"
enc_heavy_security_bot_stats,"ユニット名: PS-R2
役割: セキュリティ - 重装
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_heavy_security_bot_sub,ビーッグ
enc_henrique,ヘンリケ
enc_henrique_desc,ヘンリケはヴォイド・デレゲーションのエージェントだ。もともとはヴォイドの指名手配犯である<link=2>カウボーイ</link>を追跡するために派遣されたが、ヴォイドにとって重要な意味を持つアーティファクトをこの宇宙で発見した。現在は、ヴォイドが再びアーティファクトを手に入れるための儀式を行なう、より重要な任務に就いている。
enc_henrique_stats,"種族: <link=0>レルムウォーカー</link>
年齢: 80億年以上
所属: <link=1>ヴォイド・デレゲーション</link>"
enc_henrique_sub,ヘッドハンター
enc_hexasuchus,ヘキサスクス
enc_hexasuchus_desc,"いわゆるクロコダイルに非常に似ている種だが、6つのヒレと眼を持っている。これが、収斂進化と分岐進化のどちらの結果であるかははっきりしない。

ヘキサスクスは水中では非常に危険な存在だが、そのヒレは歩行に全く適しておらず、獲物を地上まで追うことはない。そのため、リアクター周辺において脅威となることは少ない。"
enc_hexasuchus_stats,"学名: ヘキサスクス・ラヴァンドラ
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:5"
enc_hexasuchus_sub,ヘックイェーイ
enc_hideous_growth,びだびだ
enc_hideous_growth_desc,未使用のまま放置されたパイプの隙間で繁殖する、得体の知れない菌類の塊。これが大量に蓄積すると、一定の知能が発達するようだ。
enc_hideous_growth_stats,"学名: 未命名
起源宇宙: <link=0>182-カッパ</link>
分類: FA-H:2-S"
enc_hideous_growth_sub,ミルキー
enc_holy_guard,ホーリーガード
enc_holy_guard_desc,"<link=1>ハイパーキューブ教会</link>を守るために製造された、強力で威圧的なロボット。マハリシに絶対的な忠誠を誓う。ハイパーサイズと呼ばれる武器はホーリーガードのみが扱うことを許され、長距離ではエネルギー攻撃を発射、短距離では金属をも切り裂く斬撃を繰り出す。

もともとは教会の領地内を警備するためのものだったが、オートニカンの内戦に参加することを余儀なくされた。

重装甲で、ヴォイドエネルギーによる強化を受けているホーリーガードには弱点がなく、クリティカルダメージを与えることもできない。"
enc_holy_guard_stats,"ユニット名: N/A
役割: 防衛/重装備
メーカー: <link=0>マハリシ・グロント</link>"
enc_holy_guard_sub,死神
enc_holy_hypercube,聖なるハイパーキューブ
enc_holy_hypercube_desc,"ハイパーキューブの象徴や宗教的な描写は、何千年も前から世界中で発見されている。知性を持つとも言われているが、洞窟内に浮遊していること以外は観測されていない。

それが放つ著しいオーラには、レルミックエネルギーとヴォイドエネルギーが混在している。<link=0>教会</link>はそれを神であると言い、時間そのものより古く、人知を超えた力を持つとしている。一方<link=2>反乱軍</link>は、付近のクォンタムリアクターの副作用か何かに過ぎず、ただの自然現象であると主張している。どちらが正しい言い分なのかはともかく、美しいことには違いない！

<link=1>マハリシ・グロント</link>が、その力を引き出している。"
enc_holy_hypercube_stats,"種族: 不明
年齢: 100億年以上
所属: 不明"
enc_holy_hypercube_sub,神聖幾何学
enc_holy_soldier,ホーリーソルジャー
enc_holy_soldier_desc,オートニカンの内戦で戦うために製造された、軽量歩兵ユニット。小型だが強力なハイパークリスタルエネルギー武器で武装している。その大きな頭は狙いやすく、数発のヘッドショットで倒せるだろう。
enc_holy_soldier_stats,"ユニット名: N/A
役割: 歩兵
メーカー: <link=0>マハリシ・グロント</link>"
enc_holy_soldier_sub,ゼーハー
enc_hot_springs,ホットスプリング
enc_hot_springs_desc,グレートオーシャンの北岸に位置する地熱活動帯。洞窟は濃い湯気と湧き出る温泉で満たされているが、それでもここを棲み家とするエイリアンもいる。
enc_hot_springs_stats,ロケーション: <link=0>グレートオーシャン (北岸)</link>
enc_hot_springs_sub,温泉日和！
enc_human,ヒト
enc_human_desc,"ヒトはこの宇宙、またはヴェトス-4宇宙に生息する。遺伝的な類似点は非常に多い。

特筆すべき個体: <link=0>ブライアン</link>"
enc_human_stats,"学名: ホモ・サピエンス
起源宇宙: <link=1>ドミシリウム・アルファ</link>, <link=2>ヴェトス-4</link>
分類: FA-H:4-S"
enc_human_sub,我々も結局はエイリアンに過ぎないのだ
enc_hummingbird,ハミングバード
enc_hummingbird_desc,"ハミングバードは、プランクが運用する最も獰猛なハンターの一つだ。鋭敏な感覚が防御力の低さを補っており、最高飛行速度は時速100km以上に達するため機動力も十分だ。センシティブな装置やエリアの防衛に特化しており、小さなターゲットでも主砲の精密射撃で致命的な一撃を与えることが可能。精密な攻撃が不要な場面では、卵型爆弾も投下して戦う。

攻略する方法があるとすれば、脆い四肢を狙うことだろう。翼を破壊すれば空中での機動性は大幅に落ち、頭部の装甲を吹き飛ばせばヘッドショットが極めて有効となる。"
enc_hummingbird_stats,"ユニット名: PS-7-H
役割: セキュリティ - 領域防衛
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_hummingbird_sub,戦場に新鮮な卵をお届け
enc_hypercrystal,ハイパークリスタル
enc_hypercrystal_desc,<link=2>聖なるハイパーキューブ</link>から生じたエネルギーが凝縮した物質。ハイパークリスタルは膨大なパワーを内包しているが、それを利用できるのは<link=0>マハリシ・グロント</link>が生み出したテクノロジーのみである。ハイパークリスタルは、ハイパーキューブが存在する<link=1>オートニカ</link>付近であれば、どこでも生成される。
enc_hypercrystal_stats,"カテゴリー: 物質
クラス: エキゾチック"
enc_hypercrystal_sub,キラキラ！
enc_igneosaur,イグニオザウルス
enc_igneosaur_desc,"希少生物のイグニオザウルスは、神出鬼没のハンターだ。F-18-ハデスにおける地球は潮汐ロックで、その日向の側に生息している。他に類を見ないケイ素をベースとした生命体で、摂氏800度を超える環境で暮らしている。彼らが暮らす溶岩の中に存在する鉱物を摂取するだけで生きていけるが、狩りを楽しむために溶岩を出て、過熱した分泌物で獲物を殺す。しかし長時間溶岩から出ていると身体が冷えて固まってしまうため、狩りの旅は短い。

野生のものは全長200フィート以上にものぼり、また成長すると新しい脚が増える。リアクター内の穏やかな気温では生きていけないが、<link=1>リサイクルセンター</link>の溶鉱炉でなら生存できる。"
enc_igneosaur_stats,"学名: イグニオザウルス・タイタヌス
起源宇宙: <link=0>F-18-ハデス</link>
分類: FA-H:6-NC"
enc_igneosaur_sub,いま最もホットなシリコンチップ
enc_ionizer_handgun,イオナイザー・ハンドガン
enc_ionizer_handgun_desc,"イオナイザーはポピュラーなプラズマハンドガンだ。汎用的で扱いやすいが、ダメージが優れている訳でもない。

優れた拡張性を持ち、ファームウェアの更新によって使い勝手が劇的に変化する。イオナイザーはジェイルブレイクが非常に簡単で、フロストバイト社の努力も虚しく、多くのユーザーが違法改造を行なっている。"
enc_ionizer_handgun_stats,"クラス: サイドアーム
メーカー: <link=0>フロストバイト・アーマメント</link>
発射体: プラズマ"
enc_ionizer_handgun_sub,フィニッシャーピストル
enc_j-74-stalheim,J-74-スタルヘイム
enc_j-74-stalheim_desc,"<link=0>ジョージェフ</link>という単一の種族に支配されている地球。

似たような宇宙、似たような地球で、なぜこのように奇妙な生物が繁栄するに至ったかは謎である。"
enc_j-74-stalheim_stats,クラス: ゼノプロクシマル
enc_j-74-stalheim_sub,ジョージェフの故郷
enc_jelleye,ジェルアイ
enc_jelleye_desc,"ジェルアイはF-18-ハデスの深く冷たい洞窟に生息する小型の捕食者だ。浮揚ガスで満たされた袋で浮遊し、体のほとんどを大きな眼球が占める。この目玉は暗闇に適応しており、非常に鋭敏な視覚を持つ。

血液、唾液、ガスからなる酸性混合物を吐き出して正確に攻撃したり、小さく針のように鋭い爪で素早くひっかくこともある。"
enc_jelleye_stats,"学名: ハデスオオメダマ
起源宇宙: <link=0>F-18-ハデス</link>
分類: FA-H:3"
enc_jelleye_sub,眼を狙え
enc_jetbird,ジェットバード
enc_jetbird_desc,ジェットバードはリアクターで繁殖する無害な生物で、もともとはF-18-ハデスの深い洞窟のような環境に生息していた。エコーロケーション(反響定位)で、暗い地下でも飛行が可能。空気を繰り返し爆発させることで飛び、虫や苔を食べる。大群でいる場面がたびたび見られる。
enc_jetbird_stats,"学名: ハデスフクロドリ
起源宇宙: <link=0>F-18-ハデス</link>
分類: FA-H:1"
enc_jetbird_sub,ただしジェットは尻から出る
enc_joejeff,ジョージェフ
enc_joejeff_desc,"静かでおとなしい生物。ジージェフは中程度の知能を持ちながら、野生ではただのスカベンジャーとして生活している。彼らの下半身はブルージーンズと靴を履いているように見えるが、実際には皮膚である。正立方体の頭部を持つことから、科学者たちはジョージェフが人為的な交配による産物であると推測している。

ジョージェフは、その奇妙でユニークな生理学的特性から、一部の研究の対象になっている。"
enc_joejeff_stats,"学名: ジョー・ジェフ
起源宇宙: <link=0>J-74-スタルヘイム</link>
分類: FA-H:1"
enc_joejeff_sub,素敵な名前だね
enc_josephjeffrey,ジョセフ・ジェフリー
enc_josephjeffrey_desc,"<link=1>ジョージェフ</link>のライフサイクルにおける最終段階がジョセフ・ジェフリーだ。ジョージェフの集団が一定の規模に達すると、彼らは引き寄せられてバイオマスが結合し、一つの巨大なエンティティへと合体する。時間の許す限りジョージェフを吸収しうるため、最大サイズは未知である。

ジョセフ・ジェフリーは個々のジョージェフよりもはるかに攻撃的なふるまいを見せ、種を守るために行動することがある。

彼らの起源宇宙では、想像を絶するほど巨大な1体のジョセフが地球をさまよっているとされている。"
enc_josephjeffrey_stats,"学名: ジョー・ジェフリー
起源宇宙: <link=0>J-74-スタルヘイム</link>
分類: FA-H:8"
enc_josephjeffrey_sub,キングオブジョーズ
enc_kauboi,カウボーイ
enc_kauboi_desc,"かつて<link=1>ヴォイド</link>を追われたカウボーイは野に下り、もはやヴォイド・デレゲーションに仕える身ではなくなった。彼の表向きの行動原理はデレゲーションへの反抗だが、それ以外の理由は不明だ。

悪事を働いていない時は、エーテルと呼ばれる宇宙に身を隠していると言われている。"
enc_kauboi_stats,"種族: <link=0>レルムウォーカー</link>
年齢: 150億年以上
所属: 在野"
enc_kauboi_sub,ボペボペボペ
enc_kauboi's_revolver,カウボーイのリボルバー
enc_kauboi's_revolver_desc,"カウボーイの比類なきリボルバーは、テトリリックスとも呼ばれている。

本来は三次元的存在用のインターフェースを前提とした武器だが、そのユニークな半平面的設計により、四次元的弾薬の互換性がある。内部構造は不明だが、我々の宇宙とより高次元空間の間で振動する壮絶な超次元的球体を発射する。

ヴォイドの存在を倒すに足る、唯一の武器だ。"
enc_kauboi's_revolver_stats,"クラス: サイドアーム
メーカー: <link=0>カウボーイ</link>
発射体: 不明"
enc_kauboi's_revolver_sub,選ばれし銃
enc_launch_lily,ランチャーリリー
enc_launch_lily_desc,捕食者を吹き飛ばして遠ざけるという、ユニークな防衛戦略を持ったエイリアン食物。丈夫な枝はバネ状に曲がっていて、加わる振動がわずかなものであっても発射機構を作動させる。
enc_launch_lily_stats,"カテゴリー: 食物
クラス: エイリアン"
enc_launch_lily_sub,上へ参ります
enc_lresa,エル・レーザ
enc_lresa_desc,エル・レーザは教会軍の指揮官だ。プランクのロボットアセンブリーから盗まれた戦術処理チップを使って製造された彼女は、内戦における重要人物だ。サイズが小さいため偵察任務を得意とするが、残念ながら戦闘用には設計されていない。
enc_lresa_stats,"種族: ロボット
年齢: 18
所属: <link=0>ハイパーキューブ教会</link>"
enc_lresa_sub,タクティクール
enc_macrophage,マクロファージ
enc_macrophage_desc,"マクロファージは<link=1>ビッグフィッシュ</link>の免疫機構の一部を担う共生生物で、宿主の体内に入ったあらゆる寄生生物を捕食する。宿主が巨大であるため、大型動物も捕食の対象となる。

マクロファージは強力な消化酵素を遠くまで発射できる。また消化酵素を充填して作り出した嚢胞は、圧力によって爆発を引き起こす。"
enc_macrophage_stats,"学名: オオノコギリカメノテ
起源宇宙: <link=0>182-カッパ</link>
分類: FA-H:2"
enc_macrophage_sub,その痛みに反逆する
enc_maharishi_ghronto,マハリシ・グロント
enc_maharishi_ghronto_desc,"聖なるハイパーキューブの所有者にしてヴォイドの語り手たるグランド・マハリシ・グロント。その年齢を知るものがいないほど古いロボットで、プランク社のセキュリティロボットによる大規模な反乱を指導した。

ハイパーキューブの莫大なエネルギーを一人で操り、都市としてのオートニカや、強力な武器を製造する教会にエネルギーを供給してきた。ハイパーキューブに接続する能力を、いつ、どこで手に入れたのかは未だに不明だ。

ある伝説によると、死の間際にあった人間の魂がグロントに宿り、そのことを忘れないために頭蓋骨をマスクとして被っているとされる。他の伝説によると、たまたま見つけた頭蓋骨がカッコよかったので顔につけているだけらしい。

<link=1>ヴォイド</link>と関わりがあることから「闇の使者」と呼ばれることもある。"
enc_maharishi_ghronto_stats,"種族: ロボット
年齢: 30,000以上
所属: <link=0>ハイパーキューブ教会</link>"
enc_maharishi_ghronto_sub,闇の使者
enc_mannequin,テストダミー
enc_mannequin_desc,人間の体格を再現するために設計されたテスト用のダミー。安全性試験や兵器テストに使用される。そのボディに武器を埋め込むような愚か者でもいない限り、安全な代物だ。
enc_mannequin_stats,"ユニット名: PW-HT
役割: テスト
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_mannequin_sub,スーパーモデル
enc_maurice,モーリス
enc_maurice_desc,悪意のある奇妙な生物で、肉質の内側を、外殻の硬い石が守っている。これまでに発見されたどの生物とも、異なる生態をしている。
enc_maurice_stats,"学名: 未命名
起源宇宙: 不明
分類: FA-H:6"
enc_maurice_sub,まだ助かる
enc_meat_nailer,ミートネイラー・レールガン
enc_meat_nailer_desc,"ミートネイラーは、超高密度タングステン弾を発射する実験的なコンパクトレールガンだ。ほぼすべての目標を一撃で吹き飛ばし、敵集団を容易に貫通する。

ディープラボの武器部門で設計されたこのプロトタイプは、耐貫通装甲のテスト用にサイバネティクス部門に貸し出されていた。"
enc_meat_nailer_stats,"クラス: 大砲
メーカー: <link=0>プランク・インターディメンショナル</link>
発射体: タングステン弾"
enc_meat_nailer_sub,保証なし
enc_mk.2_security_drone,Mk.2 セキュリティドローン
enc_mk.2_security_drone_desc,"Mk. II セキュリティドローンは、プランクのラインナップの中で最も可愛らしいロボットと言って間違いない。地味な軽プラズマガンを装備しているが、大した脅威にはならない。

見せかけのために上層に配置された、弱いセキュリティボットの一つ。"
enc_mk.2_security_drone_stats,"ユニット名: PHS-02-O
役割: セキュリティ
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_mk.2_security_drone_sub,マスコットキャラ
enc_mk.3_security_drone,Mk.3 セキュリティドローン
enc_mk.3_security_drone_desc,"Mk.IIIは、安価に製造できるよう設計された不器用でぎこちないヒューマノイドだ。プラズマピストルとバトンで武装していて、近距離から中距離に対応できる。

上層に配置される弱いセキュリティボットの一つだが、エイリアンを適切に排除するだけの能力は有している。"
enc_mk.3_security_drone_stats,"ユニット名: PHS-03-H
役割: セキュリティ
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_mk.3_security_drone_sub,不器用ボット
enc_mk.i_security_drone,Mk.I セキュリティドローン
enc_mk.i_security_drone_desc,"小型で機動力のある、「非殺傷」のセキュリティボット。
見せかけのために上層に配置された、弱いセキュリティボットの一つ。"
enc_mk.i_security_drone_stats,"ユニット名: PHS-01-J
役割: セキュリティ
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_mk.i_security_drone_sub,空飛ぶテーザーガン
enc_mudrunner,マッドランナー
enc_mudrunner_desc,"マッドランナーはリアクター周辺の一部地域で大きな勢力を持つ、非常に侵略性の強い種族だ。コロニー内には、トンネル掘り、兵隊、斥候といった様々な役割に特化した個体が存在する。

個々の知性は平均的であるにも関わらず、大きなコロニーにおいては一部の昆虫種に見られるような豊かな社会構造と組織性が展開される。"
enc_mudrunner_stats,"学名: アカイロツチグモ
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:3"
enc_mudrunner_sub,カサカサ
enc_nani,ナニー
enc_nani_desc,"ナニーは<link=1>リアクター近くの洞窟</link>で、ハイパーリュートを弾きながら故郷の宇宙に思いを馳せ、平和に暮らしている。

ビジネスマインドに溢れ、交わした契約は決して破らない。ヘンリケと何らかの取引をしており、ブライアンとも別の取引をしているようだ。ボートレンタル事業にも力を入れているが、どういう訳かそちらは芳しくない。

トロール種なのでサイコキネシス能力を有しているが、それを使うことは少ない。"
enc_nani_grotto,ナニーズ・グロット
enc_nani_grotto_desc,"ナニーが多くの時間を過ごす質素な洞窟。リアクターから拝借したものもいくつかあるが、ナニーにとってはいい感じのキノコに腰掛けている時がいちばん快適だ。

洞窟を流れる川は「解放の泉」と呼ばれ、<link=0>ハートツリー</link>と<link=2>グレートオーシャン</link>をつないでいる。"
enc_nani_grotto_stats,ロケーション: <link=0>ハートツリー</link>付近の<link=1>エイリアンの巣食う洞窟</link>
enc_nani_grotto_sub,フルーツ持ってきて！
enc_nani_stats,"種族: <link=0>トロール</link>
年齢: 132
所属: 在野 (？)"
enc_nani_sub,ユガッタペイザトロールトール……っと
enc_nostalgic_pistol,ノスタルジック・ピストル
enc_nostalgic_pistol_desc,"標準的な自己装填式プラズマピストルで、科学者が自衛用に携行したり、低レベルのセキュリティドローンに搭載するために設計されたものだ。

威力は控えめだが、手にすると懐かしい気持ちになる。"
enc_nostalgic_pistol_stats,"クラス: サイドアーム
メーカー: <link=0>プランク・インターディメンショナル</link>
発射体: プラズマ"
enc_nostalgic_pistol_sub,懐かしい……
enc_officer_bot,オフィサーボット
enc_officer_bot_desc,"PS-1Aは軽量シャーシに大型の外部コマンドユニット(やや重要バランスを崩している原因でもある)を搭載したモデルだ。洗練された戦術チップと液冷式ニューラルプロセッサーにより、ロボット分隊を高度な操作で効果的に指揮する。

このモデルは大規模チームのリーダーとしての配置される。戦闘においてはまずPS-1Aを狙うことで、部隊全体の能率を低下させられるだろう。

オルターショック・レーザー銃を装備している。"
enc_officer_bot_stats,"ユニット名: PS-1A
役割: セキュリティ - 戦術指揮
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_officer_bot_sub,小さな身体、大きなリーダーシップ
enc_officer13,オフィサー13
enc_officer13_desc,"プランク社で50年近くの勤務を通して尊敬を集める彼は、セキュリティ部隊のロボットの中でも珍しい存在だ。古いモデルではあるが、メンテナンスがよく行き届いている。セキュリティに関しては融通が利かない近年のオフィサーモデルとは違い、独特な性格をしている。恐らく、その柔軟な性格が今日まで生き延びてこられた秘訣なのだろう。

<link=1>ブライアン</link>とは並々ならぬ因縁があるようだ。"
enc_officer13_stats,"種族: ロボット
年齢: 47
所属: <link=0>プランク</link>"
enc_officer13_sub,ブライアンの宿敵
enc_phage_launcher,ファージランチャー
enc_phage_launcher_desc,"突然変異した小型の<link=0>マクロファージ</link>で、他の個体から排斥されていた。自ら爆発物を生成する能力はなく、あなたの弾薬合成に依存している。粘着性のある爆弾を遠くへ発射する能力を持っているが、少し弛緩していることから正確な狙いをつけるのは難しい。

あなたを手助けすることに新たな生きがいを見つけ、他のファージに対する復讐を楽しんでいるようだ。"
enc_phage_launcher_stats,"クラス: グレネードランチャー
メーカー: N/A
発射体: 爆発性嚢胞"
enc_phage_launcher_sub,予期せぬ味方
enc_planck_interdimensional,プランク・インターディメンショナル
enc_planck_interdimensional_desc,"物理学者マックス・プランクが量子フレーイング理論の実用性を証明し、それを用いてクォンタムリアクターの概念を提唱すると、プランク・インターディメンショナル・エネルギーソリューションが創設された。わずか9年後の1939年にスペインで最初のリアクターの稼働が始まり、その完成はグローバルエネルギー危機に終止符を打つものであった。

その後の数十年間でプランクはエネルギー市場を独占し、太陽系における消費電力の86%を供給するまでに至った。プランク家が同族経営していて、現在はマックスのひ孫であるエミリー・プランクが会社を率いている。

プランクのイノベーションは、20世紀の太陽系植民地化を加速させた。クォンタムリアクターから始まり、現在では月にいくつかの大型のフュージョンリアクターと、アルジェリアと水星にはソーラー発電ファーム、そしてスコットランドに水力発電所を所有している。

その成功にも関わらず、プランクには過酷で危険な労働環境の悪評がある。"
enc_planck_interdimensional_stats,"創設者: マックス・プランク
創設年: 1930
現在のリーダー: エミリー・プランク"
enc_planck_interdimensional_sub,物語にはメガコーポがつきもの
enc_planck_internal_transit_system,プランク内部輸送システム
enc_planck_internal_transit_system_desc,"Planck Internal Transit System、略してPITSはリアクターの下層階をつなぐ輸送システムだ。リアクターの建設中に何百人もの従業員を輸送しなければならなかったため、相当のキャパシティを持つ。特に多孔質の岩石部分を掘って造られたもので、大昔の溶岩洞が自然の洞窟ネットワークを形成している。

その堅牢なインフラストラクチャーは、未使用期間が1年に及んでも未だに機能している。"
enc_planck_internal_transit_system_stats,ロケーション: <link=0>クォンタムリアクターVII</link>
enc_planck_internal_transit_system_sub,節足動物類にはリードを着用してお乗りください
enc_primal_handyman,原始ハンド人
enc_primal_handyman_desc,"未発達な<link=1>テクビ・サピエンス</link>である原始ハンド人は脳の体積が小さく、また複数の亜種が存在する。彼らは極めて攻撃的で、獲物を引き裂くためにその腕を使う。

彼らの起源宇宙から転移してくる際、ほとんどの個体が重度の放射能汚染を伴って出現することから、大規模な核戦争が起きたことを示唆している。ダークブルーの肌の他、一般的には腫瘍によって原始ハンド人を識別できる。"
enc_primal_handyman_stats,"学名: テクビ・インサピエンス
起源宇宙: <link=0>202-マイヤー</link>
分類: FA-H:4"
enc_primal_handyman_sub,気味が悪い
enc_propulsor_pad,推力パッド
enc_propulsor_pad_desc,推力パッドは、エレベーターやクレーンを使えないエリアで荷物を運び上げるために設計されている。人間が使用することはプランク社によって禁じられているが、作業員たちは構わず使っている。
enc_propulsor_pad_stats,"カテゴリー: デバイス
クラス: インダストリー"
enc_propulsor_pad_sub,荷物は安心
enc_quantum_encryption_key,量子暗号鍵
enc_quantum_encryption_key_desc,"完全なセキュリティを提供する量子暗号鍵。回路内の原子は鍵穴のそれと複雑に絡み合っているため、ハッキングや複製は不可能である。

この鍵は、<link=0>コア</link>自体を含むリアクター内の最高機密エリアを封鎖するためだけに使用されている。"
enc_quantum_encryption_key_stats,"カテゴリー: デバイス
クラス: セキュリティ"
enc_quantum_encryption_key_sub,量子ビット
enc_quantum_juice,クォンタムジュース
enc_quantum_juice_desc,"時空の非規則性を内包して運搬するために、人工的に設計された物質。クォンタムジュース内の時空は絡まったり歪んだりする可能性があり、膨大なエネルギーを蓄えるだけでなく、様々な用途がある。

<link=0>ブライアン</link>が作った時空マニピュレータのプロトタイプは、その多くの機能でクォンタムジュースを利用していた。しかしその信頼性の低さと不安定さ、そして高度な機能では大量のジュースを必要とすることから、<link=1>BAMM</link>ではクォンタムジュースの利用を廃止した。

美味であるとの噂だが、クォンタムジュースの飲用は非推奨である。

飲んでみたい気持ちは、とてもわかる。"
enc_quantum_juice_stats,"カテゴリー: 物質
クラス: エキゾチック"
enc_quantum_juice_sub,美味しくって栄養満点
enc_quantum_reactor_vii,クォンタムリアクターVII
